TIMESTAMP,ContextTokens,GeneratedTokens
1700159485221,523,22
1700159485223,2590,12
1700159485314,5040,53
1700159485314,4046,6
1700159485355,140,7
1700159485363,2572,7
1700159485368,1061,13
1700159485456,276,174
1700159485459,6599,81
1700159485463,1955,27
1700159485557,1846,7
1700159485558,2316,11
1700159485563,2572,37
1700159485565,7265,11
1700159485567,4926,10
1700159485568,302,40
1700159485568,1695,20
1700159485614,7436,60
1700159485623,2673,6
1700159485624,2190,155
1700159485659,831,15
1700159485659,1007,6
1700159485663,1013,14
1700159485663,1018,6
1700159485665,66,42
1700159485666,832,9
1700159485667,2410,13
1700159485668,341,6
1700159485714,1968,11
1700159485718,4240,71
1700159485762,2228,7
1700159485763,832,14
1700159485766,342,15
1700159485766,66,17
1700159485767,1778,51
1700159485767,2228,7
1700159485816,2139,13
1700159485859,3760,9
1700159485863,2228,7
1700159485919,1559,6
1700159485919,2494,7
1700159485921,1705,30
1700159485921,2218,103
1700159485960,2554,31
1700159485961,1779,7
1700159486058,127,23
1700159486119,1738,15
1700159486121,1705,25
1700159486122,1559,9
1700159486122,615,177
1700159486124,2136,19
1700159486124,1739,7
1700159486158,135,13
1700159486163,902,12
1700159486167,2099,12
1700159486168,875,82
1700159486217,527,42
1700159486217,1798,45
1700159486223,570,9
1700159486261,342,12
1700159486264,67,10
1700159486265,620,22
1700159486266,675,6
1700159486319,2488,10
1700159486355,4756,9
1700159486361,1960,74
1700159486362,675,16
1700159486367,1262,7
1700159486367,4928,11
1700159486414,2319,157
1700159486415,7435,11
1700159486460,1513,6
1700159486460,1385,19
1700159486461,1263,9
1700159486462,68,9
1700159486464,1021,62
1700159486468,2556,11
1700159486469,2230,6
1700159486521,7435,17
1700159486525,2487,6
1700159486554,276,10
1700159486564,2559,12
1700159486564,6556,23
1700159486615,152,6
1700159486615,1743,24
1700159486621,2164,6
1700159486623,1705,76
1700159486653,142,30
1700159486661,125,14
1700159486718,571,8
1700159486720,1622,9
1700159486758,903,416
1700159486762,2559,23
1700159486765,2044,16
1700159486767,877,76
1700159486819,2317,19
1700159486820,1111,6
1700159486863,887,9
1700159486864,1237,10
1700159486866,1263,26
1700159486917,2163,14
1700159486917,2484,16
1700159486917,2314,112
1700159486918,1673,11
1700159486921,4114,6
1700159486922,2314,23
1700159486957,279,9
1700159486960,2512,6
1700159486960,530,130
1700159486963,3781,14
1700159486963,621,10
1700159486964,1512,7
1700159487020,4682,11
1700159487064,1053,20
1700159487065,1187,8
1700159487067,1264,9
1700159487069,877,12
1700159487118,1508,11
1700159487119,2750,19
1700159487122,475,23
1700159487164,1265,8
1700159487222,2493,51
1700159487223,2316,28
1700159487356,7418,6
1700159487360,1386,40
1700159487365,1919,17
1700159487365,89,18
1700159487453,6108,16
1700159487453,1566,97
1700159487456,622,28
1700159487522,205,6
1700159487558,1001,16
1700159487560,622,16
1700159487561,1054,11
1700159487561,5177,11
1700159487566,700,8
1700159487614,3689,27
1700159487622,2315,10
1700159487623,530,19
1700159487660,1566,70
1700159487661,2983,20
1700159487662,7435,6
1700159487665,1051,9
1700159487667,1428,13
1700159487758,2513,6
1700159487760,4434,8
1700159487761,122,19
1700159487761,187,15
1700159487762,1267,8
1700159487762,2982,19
1700159487762,475,176
1700159487762,1546,8
1700159487762,1566,28
1700159487763,1783,8
1700159487763,3782,8
1700159487764,1385,14
1700159487765,130,18
1700159487814,2169,58
1700159487816,528,26
1700159487818,1672,7
1700159487819,911,16
1700159487820,4121,8
1700159487823,7436,405
1700159487824,2135,11
1700159487859,7422,21
1700159487861,622,35
1700159487865,1267,17
1700159487914,4107,6
1700159487922,1672,10
1700159487923,550,15
1700159487962,3165,23
1700159487962,894,11
1700159487981,534,58
1700159488014,532,52
1700159488059,625,53
1700159488061,1385,32
1700159488062,1441,6
1700159488120,579,9
1700159488120,3004,32
1700159488154,1097,12
1700159488214,2317,21
1700159488219,3314,59
1700159488223,1800,10
1700159488223,615,16
1700159488223,4771,11
1700159488253,143,11
1700159488314,4022,12
1700159488318,2317,7
1700159488319,887,10
1700159488422,887,16
1700159488614,854,60
1700159488614,1867,20
1700159488618,996,8
1700159488619,152,6
1700159488721,1800,7
1700159488721,2936,17
1700159488721,2331,136
1700159488815,3695,19
1700159488816,1162,28
1700159488816,1111,12
1700159488820,2220,8
1700159488820,997,6
1700159488822,962,34
1700159488920,2222,15
1700159489017,2332,37
1700159489023,2322,28
1700159489054,2316,8
1700159489054,2990,16
1700159489114,1674,14
1700159489118,278,46
1700159489123,132,17
1700159489123,997,41
1700159489220,578,9
1700159489314,1021,15
1700159489317,4243,7
1700159489317,4995,14
1700159489319,2766,13
1700159489319,2511,12
1700159489319,6097,129
1700159489320,997,16
1700159489354,748,9
1700159489421,1745,9
1700159489422,2322,120
1700159489423,997,22
1700159489423,22,52
1700159489657,1016,89
1700159489717,2322,27
1700159489717,4682,22
1700159489756,4133,39
1700159489820,3651,58
1700159489918,1890,9
1700159489920,4994,20
1700159489924,156,57
1700159489924,3033,9
1700159490255,4592,30
1700159490354,186,11
1700159490354,1755,9
1700159490354,1915,90
1700159490453,748,12
1700159490656,586,19
1700159490656,750,7
1700159490956,6559,16
1700159491253,1387,84
1700159491355,7436,6
1700159491694,1506,79
1700159491707,1728,43
1700159491877,535,18
1700159491878,218,21
1700159492091,2283,9
1700159492153,550,7
1700159492353,7436,12
1700159492386,92,19
1700159492521,6560,12
1700159492753,3788,13
1700159492953,1444,14
1700159492967,1813,9
1700159493253,536,76
1700159493353,1079,16
1700159493355,6561,17
1700159493716,1504,20
1700159493755,636,14
1700159493798,3026,84
1700159493853,219,6
1700159494076,1079,6
1700159494241,536,10
1700159494553,3758,6
1700159494775,1079,16
1700159494909,536,18
1700159494912,637,14
1700159495353,1763,6
1700159495794,1377,28
1700159495795,3758,6
1700159496005,189,12
1700159496099,7435,13
1700159496169,547,11
1700159496257,1652,10
1700159496257,1815,52
1700159496916,3757,6
1700159497068,6357,6
1700159497546,753,7
1700159497546,538,11
1700159497571,95,9
1700159497609,1445,13
1700159497653,7009,10
1700159497654,64,12
1700159498053,638,19
1700159498053,1506,169
1700159498360,958,162
1700159498558,65,10
1700159498655,7435,16
1700159498753,231,7
1700159499053,1508,61
1700159499155,3227,34
1700159499155,2316,8
1700159499353,1816,72
1700159499656,1378,6
1700159499753,232,6
1700159499853,924,13
1700159499855,6190,225
1700159499855,4593,7
1700159499855,7435,17
1700159499953,639,37
1700159499953,2512,6
1700159500153,960,8
1700159500156,4084,12
1700159500657,7435,12
1700159500756,3553,10
1700159500988,7010,11
1700159501597,1511,184
1700159501971,640,28
1700159502614,4135,895
1700159502694,149,9
1700159502887,1669,9
1700159502895,1669,23
1700159503056,940,10
1700159503154,2321,19
1700159503553,1570,6
1700159503657,1352,11
1700159503673,1290,8
1700159503958,1781,25
1700159503978,1380,14
1700159504056,1506,6
1700159504056,1816,43
1700159504256,539,37
1700159504259,104,7
1700159504753,192,7
1700159504954,1292,11
1700159505553,1818,7
1700159505753,4366,9
1700159505853,193,11
1700159505854,19,6
1700159505953,229,9
1700159505955,1817,6
1700159506094,107,15
1700159509134,2711,82
1700159509134,1147,12
1700159509137,1090,6
1700159509234,278,22
1700159509481,16,76
1700159509734,1952,8
1700159509935,3344,16
1700159509935,5520,10
1700159518341,842,14
1700159518440,842,103
1700159521136,3347,15
1700159521238,1338,49
1700159521339,188,6
1700159521441,1053,69
1700159521442,1217,13
1700159521445,737,35
1700159521534,2888,11
1700159521534,6169,6
1700159521539,842,31
1700159521542,2919,9
1700159521639,2638,16
1700159521640,188,13
1700159521642,210,15
1700159521739,1342,120
1700159521739,1278,172
1700159521740,6166,12
1700159521741,2087,15
1700159521837,368,11
1700159522137,5690,10
1700159522236,842,84
1700159522237,1153,37
1700159522238,189,15
1700159522238,1219,11
1700159522239,788,11
1700159522338,2889,32
1700159522339,1342,106
1700159522443,1221,13
1700159522444,1155,6
1700159522444,1697,100
1700159522542,2290,10
1700159522639,1697,13
1700159522641,189,17
1700159522642,4653,10
1700159522644,844,109
1700159522742,1196,18
1700159522841,287,7
1700159522842,2920,18
1700159523138,190,32
1700159523336,288,26
1700159523337,844,112
1700159523535,5691,14
1700159523634,2932,10
1700159523636,2437,9
1700159523735,192,7
1700159523836,2085,11
1700159523837,372,12
1700159523837,2928,10
1700159524034,1662,16
1700159524036,6178,25
1700159524036,54,40
1700159524234,2290,10
1700159524237,1343,10
1700159524735,373,9
1700159524735,7436,10
1700159524735,1082,9
1700159524836,193,13
1700159524836,81,15
1700159524938,1065,18
1700159525136,2928,11
1700159525235,291,21
1700159526034,1342,57
1700159526042,288,10
1700159526315,1908,14
1700159526317,291,6
1700159526434,1744,9
1700159526834,1342,10
1700159526934,2612,290
1700159526968,1187,10
1700159527041,79,73
1700159527134,1342,22
1700159527136,2892,9
1700159527235,292,22
1700159533015,2088,16
1700159533160,1465,10
1700159533214,2324,6
1700159533230,6082,12
1700159533238,2357,8
1700159533315,4195,12
1700159533315,682,16
1700159533319,2920,8
1700159533414,172,11
1700159533414,640,14
1700159533415,1065,10
1700159533662,682,8
1700159533720,800,20
1700159533863,3083,13
1700159533934,2672,8
1700159534115,2089,11
1700159534115,2505,75
1700159534215,2356,10
1700159534215,682,8
1700159534220,3083,13
1700159534315,2187,20
1700159534414,643,6
1700159534425,403,18
1700159534715,682,13
1700159534718,2951,11
1700159535017,798,39
1700159535215,3088,9
1700159535317,2921,24
1700159535524,1064,10
1700159535617,2338,12
1700159535617,2357,13
1700159535642,2087,7
1700159535827,685,11
1700159535876,230,76
1700159536315,4512,9
1700159536325,236,7
1700159536421,3216,9
1700159536617,684,9
1700159536816,3089,13
1700159536917,713,11
1700159537015,1064,10
1700159537115,2340,10
1700159537117,539,11
1700159537117,37,7
1700159537314,713,13
1700159537315,404,27
1700159537516,2341,7
1700159537614,2417,16
1700159537927,231,42
1700159537948,2952,10
1700159538138,3219,6
1700159538138,418,6
1700159538141,2434,7
1700159538648,1983,27
1700159538674,6081,11
1700159538714,944,24
1700159539051,2952,26
1700159539115,3222,7
1700159539216,2434,7
1700159539217,3140,13
1700159539266,2343,10
1700159539542,2432,34
1700159540054,2087,14
1700159540104,1599,9
1700159540123,2087,12
1700159540214,661,14
1700159540249,2191,7
1700159540315,6191,7
1700159540316,2417,9
1700159540414,6083,9
1700159540425,935,45
1700159540514,1183,13
1700159540530,3105,9
1700159540647,1683,9
1700159540756,3219,21
1700159540816,2087,7
1700159541024,3839,48
1700159541025,5536,39
1700159541027,228,29
1700159541044,4017,14
1700159541064,229,28
1700159541079,2417,9
1700159541141,1227,15
1700159541314,1736,9
1700159541325,1861,18
1700159541333,3560,14
1700159541529,1764,57
1700159541627,1789,9
1700159541824,2194,13
1700159541867,3307,50
1700159541915,2454,8
1700159541951,2086,7
1700159542016,7436,12
1700159542036,303,13
1700159542118,820,274
1700159542127,1864,190
1700159542148,2417,9
1700159542149,1739,46
1700159542228,772,9
1700159542315,3841,6
1700159542315,1033,6
1700159542416,1738,9
1700159542515,3054,14
1700159542521,2454,8
1700159542718,2150,19
1700159542735,2687,13
1700159542827,1690,58
1700159542827,101,9
1700159542827,772,7
1700159542830,3220,52
1700159542836,2086,7
1700159542915,2037,9
1700159542916,718,8
1700159542943,1967,361
1700159543125,772,9
1700159543225,1791,8
1700159543226,2980,7
1700159543258,2975,6
1700159543414,2358,8
1700159543428,2445,14
1700159543530,2687,13
1700159543631,189,9
1700159543746,2980,7
1700159543781,1206,14
1700159543827,4019,6
1700159543828,2357,7
1700159543898,2548,9
1700159543927,1379,126
1700159544014,398,10
1700159544025,1241,19
1700159544128,5591,37
1700159544128,1865,12
1700159544136,2385,23
1700159544164,1740,14
1700159544316,950,22
1700159544415,2345,13
1700159544437,2687,23
1700159544567,1865,14
1700159544577,1693,6
1700159544715,2039,7
1700159544721,1740,7
1700159544914,2603,6
1700159545016,2087,13
1700159545218,2361,8
1700159545414,1473,10
1700159545519,688,28
1700159545620,992,12
1700159545651,4420,20
1700159545744,840,16
1700159545815,719,10
1700159545815,1986,6
1700159545818,2088,13
1700159545830,2563,6
1700159545839,2687,54
1700159545925,104,76
1700159546014,1064,10
1700159546085,244,16
1700159546125,1792,6
1700159546227,15,21
1700159546316,228,11
1700159546316,720,8
1700159546325,1105,25
1700159546327,1609,15
1700159546334,132,37
1700159546378,244,6
1700159546926,2689,13
1700159547025,103,74
1700159547066,4820,39
1700159547125,1834,25
1700159547232,1793,10
1700159547233,2189,9
1700159547233,941,9
1700159547234,189,109
1700159547415,720,9
1700159547415,2363,6
1700159547482,1697,11
1700159547515,690,17
1700159547523,2091,10
1700159547560,106,7
1700159547614,492,8
1700159547726,692,11
1700159547832,2418,27
1700159547924,992,25
1700159547925,1108,6
1700159547931,250,15
1700159548017,2924,7
1700159548027,3712,12
1700159548028,944,20
1700159548215,800,15
1700159548215,693,13
1700159548229,1742,12
1700159548416,1675,20
1700159548629,106,7
1700159548641,1688,10
1700159548715,3224,45
1700159548728,1295,10
1700159548917,694,18
1700159549017,3380,29
1700159549020,1742,9
1700159549021,1934,15
1700159549118,1181,9
1700159549316,2389,15
1700159549321,694,13
1700159549521,3909,928
1700159549616,172,15
1700159549616,994,19
1700159549719,7428,13
1700159549818,4207,14
1700159550214,1183,9
1700159550316,7428,7
1700159550318,1743,10
1700159550415,2195,6
1700159550522,4209,7
1700159550615,2947,7
1700159550615,245,77
1700159550715,360,9
1700159550852,1679,6
1700159550947,1002,9
1700159551203,2673,18
1700159551301,1185,14
1700159551303,1062,10
1700159551521,1679,9
1700159551620,952,10
1700159551716,7423,17
1700159551815,699,11
1700159552420,3380,9
1700159552515,50,9
1700159552616,1060,10
1700159552616,699,6
1700159552716,953,17
1700159552816,699,15
1700159553015,469,7
1700159553238,2539,16
1700159553255,50,9
1700159553317,699,25
1700159553317,539,15
1700159553317,3227,45
1700159553318,1060,9
1700159553515,3058,246
1700159553515,369,43
1700159553515,616,134
1700159553715,799,9
1700159553916,227,6
1700159554079,2398,11
1700159554141,235,8
1700159554219,2951,11
1700159554219,799,11
1700159554225,698,25
1700159554315,2539,10
1700159554315,1942,45
1700159554414,3384,9
1700159554616,1229,18
1700159554939,2399,24
1700159555238,3647,94
1700159555445,368,32
1700159555619,1231,15
1700159555714,1554,46
1700159555904,1725,9
1700159556247,109,19
1700159556356,2674,6
1700159556414,237,42
1700159556515,233,6
1700159556715,1060,10
1700159556720,238,6
1700159556815,1185,19
1700159556844,2718,8
1700159556915,2402,14
1700159557314,1030,10
1700159557515,1060,10
1700159557520,1235,15
1700159557715,370,131
1700159557856,2399,15
1700159557868,2270,6
1700159558314,7435,9
1700159697035,1338,8
1700159697137,1855,15
1700159697234,3598,13
1700159697235,1178,27
1700159697242,572,9
1700159697486,51,8
1700159697634,4181,19
1700159697734,147,12
1700159700040,1749,11
1700159700134,1339,10
1700159700734,574,7
1700159700909,3601,42
1700159701138,2001,13
1700159701334,1336,12
1700159701334,3600,13
1700159701342,5459,79
1700159701655,51,10
1700159701740,1590,24
1700159703037,1337,22
1700159703338,1704,9
1700159706138,1601,59
1700159706138,6143,6
1700159706239,4314,12
1700159706535,199,6
1700159706535,6191,19
1700159706535,56,8
1700159706542,156,13
1700159706542,3602,22
1700159706742,56,9
1700159707339,56,12
1700159707440,851,7
1700159707441,3604,16
1700159708138,6189,16
1700159708138,6542,9
1700159708237,573,6
1700159708340,57,9
1700159708441,1179,31
1700159709136,1349,9
1700159709338,2003,10
1700159709537,157,12
1700159709537,2375,16
1700159709539,1225,29
1700159709636,3866,31
1700159709741,7435,60
1700159709742,851,10
1700159709842,248,16
1700159709935,574,6
1700159710034,1092,19
1700159710041,852,11
1700159710245,250,8
1700159710245,3866,81
1700159710337,229,13
1700159710338,1091,14
1700159710339,1179,22
1700159710339,2339,104
1700159710440,852,9
1700159710440,238,19
1700159710442,1735,49
1700159710442,7436,27
1700159710641,228,14
1700159710642,7436,20
1700159710743,852,10
1700159710746,2006,18
1700159710835,1092,25
1700159710840,1177,16
1700159710841,6192,12
1700159710934,1459,18
1700159710940,852,8
1700159711140,1349,12
1700159711140,3606,220
1700159711144,240,6
1700159711234,3539,20
1700159711234,7289,13
1700159711235,2009,11
1700159711235,3542,9
1700159711241,1417,40
1700159711241,6149,6
1700159711242,851,12
1700159711242,6193,10
1700159711334,1092,15
1700159711439,564,20
1700159711539,7294,6
1700159711540,5459,147
1700159711542,3136,14
1700159711543,3540,6
1700159711545,840,19
1700159711637,238,8
1700159711639,1179,36
1700159711640,1460,17
1700159711641,6193,8
1700159711641,1225,14
1700159711734,1349,12
1700159711742,65,14
1700159711834,7436,24
1700159711834,3139,14
1700159711840,6194,10
1700159712040,1036,18
1700159712041,3607,109
1700159712636,68,6
1700159712637,2715,8
1700159712637,2037,12
1700159712734,846,9
1700159712935,3540,28
1700159713140,7436,41
1700159713241,74,18
1700159713637,2718,11
1700159713641,3540,27
1700159713936,5460,19
1700159713937,2791,24
1700159714636,1815,7
1700159714737,2037,16
1700159714837,74,39
1700159714936,5460,39
1700159715135,69,10
1700159715436,298,61
1700159715537,1349,19
1700159715537,814,34
1700159715634,5899,14
1700159715834,1032,48
1700159715834,2484,12
1700159716134,70,9
1700159716335,7435,41
1700159716435,2720,7
1700159716450,75,17
1700159716534,84,49
1700159716643,1819,10
1700159717134,1038,35
1700159717137,2037,12
1700159717279,246,9
1700159717349,76,35
1700159717434,84,19
1700159717878,5462,19
1700159718236,244,10
1700159718237,1711,9
1700159718237,2721,10
1700159718237,1605,9
1700159718334,7436,28
1700159718334,7302,22
1700159718342,7436,10
1700159718434,7433,13
1700159718452,88,20
1700159718537,68,13
1700159718543,77,14
1700159718734,1036,9
1700159719038,89,8
1700159719141,825,31
1700159719236,7436,12
1700159719335,7436,17
1700159719637,90,14
1700159720277,3081,74
1700159720536,2610,82
1700159720540,1383,14
1700159720637,7436,22
1700159720838,1037,15
1700159720838,3862,6
1700159720840,2227,12
1700159720934,829,7
1700159721212,90,6
1700159721477,76,46
1700159721557,1717,28
1700159721736,5457,103
1700159721737,1911,15
1700159721834,249,16
1700159721836,2039,13
1700159721836,1207,14
1700159721836,71,11
1700159721936,89,6
1700159722034,829,8
1700159722136,1038,19
1700159722148,3569,6
1700159722234,90,8
1700159722236,78,9
1700159722579,885,25
1700159722634,5462,46
1700159722642,3193,21
1700159722650,351,148
1700159723261,7437,34
1700159723262,5461,9
1700159723360,305,10
1700159723385,89,14
1700159723553,76,26
1700159723638,3193,6
1700159723836,1465,22
1700159723937,1037,7
1700159723937,2086,9
1700159723937,6284,37
1700159724134,1909,10
1700159724162,1741,9
1700159724235,88,20
1700159724235,1211,10
1700159724235,1465,10
1700159724245,886,70
1700159724334,5756,15
1700159724335,1582,25
1700159724434,306,8
1700159724774,3593,7
1700159724936,1211,10
1700159725037,1910,10
1700159725370,1382,7
1700159725662,1745,16
1700159725735,5461,43
1700159725834,308,9
1700159725834,68,8
1700159726240,5898,10
1700159726337,1383,11
1700159726450,1474,21
1700159726469,81,13
1700159726634,2622,6
1700159726657,7434,14
1700159726862,1911,9
1700159726937,81,9
1700159727038,68,7
1700159727363,7437,34
1700159727534,2478,6
1700159727534,1585,17
1700159727535,3653,17
1700159727543,7434,11
1700159727553,1338,8
1700159727673,1385,13
1700159727948,3614,8
1700159728196,3195,89
1700159728304,1338,8
1700159728357,7434,12
1700159729159,84,10
1700159729276,6287,37
1700159729334,219,66
1700159729334,3615,8
1700159729435,3195,45
1700159729580,282,8
1700159729603,2065,108
1700159729634,1601,59
1700159730034,220,27
1700159730164,241,10
1700159730234,1592,12
1700159730336,543,6
1700159730353,221,14
1700159730543,1052,14
1700159730585,309,10
1700159730763,7436,35
1700159730934,220,15
1700159731234,3196,11
1700159731236,4437,7
1700159731259,86,13
1700159731655,63,9
1700159731877,310,7
1700159732039,5461,109
1700159732134,283,28
1700159732234,63,6
1700159732249,3197,8
1700159732434,370,23
1700159732466,220,46
1700159733267,2471,13
1700159733734,241,17
1700159733738,1774,7
1700159733761,3198,13
1700159733834,65,11
1700159733936,372,17
1700159734034,310,15
1700159734043,1621,32
1700159734136,1117,11
1700159734136,50,10
1700159734235,3198,10
1700159734534,7418,94
1700159734536,1726,8
1700159734775,50,10
1700159735034,7436,24
1700159735138,1039,7
1700159735396,1774,10
1700159735475,380,21
1700159735486,7434,8
1700159735768,311,10
1700159736040,7435,39
1700159736040,1727,23
1700159736135,1117,33
1700159736135,1040,6
1700159736177,62,21
1700159736337,227,53
1700159737000,6,12
1700159737589,7421,7
1700159737638,50,10
1700159737638,7,18
1700159737757,3200,7
1700159737948,1045,14
1700159738140,65,17
1700159738235,395,25
1700159738334,1617,632
1700159738451,7434,22
1700159738473,10,8
1700159738693,133,9
1700159739563,10,8
1700159739698,1623,25
1700159739987,1040,11
1700159752159,1346,48
1700159752262,44,14
1700159752355,1644,21
1700159752357,785,17
1700159752358,1524,6
1700159752363,2592,26
1700159752364,241,17
1700159752368,3319,69
1700159752457,3121,7
1700159752458,93,17
1700159752461,2691,14
1700159752465,59,7
1700159752556,1073,6
1700159753055,3543,8
1700159753355,786,7
1700159753455,538,9
1700159753554,96,6
1700159754460,1645,19
1700159754461,6541,14
1700159754560,539,11
1700159754560,2056,10
1700159754563,786,14
1700159754563,4397,6
1700159754563,573,33
1700159757961,3052,7
1700159758961,3181,10
1700159759059,1166,6
1700159759061,6542,15
1700159759265,108,11
1700159759354,835,301
1700159759358,1453,73
1700159759360,1704,84
1700159759360,1648,13
1700159759368,45,13
1700159759453,251,17
1700159759453,6542,11
1700159759459,1680,31
1700159759559,1411,8
1700159759560,100,32
1700159759565,1897,13
1700159759565,701,7
1700159759655,3075,8
1700159759657,1707,8
1700159759658,108,9
1700159759659,55,7
1700159759660,4504,192
1700159759661,1682,6
1700159759756,251,25
1700159759860,1084,9
1700159759861,2377,6
1700159759963,3324,9
1700159759963,5866,13
1700159760059,735,21
1700159760367,702,27
1700159760522,695,6
1700159760522,1323,10
1700159760522,93,9
1700159760561,3009,7
1700159760567,548,19
1700159760618,2039,9
1700159760666,1806,12
1700159760714,696,6
1700159760715,555,15
1700159760723,7436,11
1700159760724,2775,15
1700159760762,175,13
1700159760863,1060,9
1700159760923,2412,12
1700159760924,880,12
1700159761020,2039,18
1700159761020,340,19
1700159761021,4747,11
1700159761062,2772,14
1700159761116,2524,37
1700159761117,2484,6
1700159761117,77,14
1700159761117,1343,6
1700159761263,57,9
1700159761363,281,7
1700159761365,176,13
1700159761467,2096,8
1700159761514,2039,8
1700159761514,3051,20
1700159761524,2957,36
1700159761564,281,7
1700159761764,3009,15
1700159761767,1807,13
1700159761965,41,14
1700159762061,3318,7
1700159762163,193,17
1700159762168,176,97
1700159762259,1205,40
1700159762363,44,12
1700159762367,59,6
1700159762368,1210,7
1700159762558,332,262
1700159762569,1529,19
1700159762617,695,8
1700159762620,7436,130
1700159762625,85,76
1700159762763,7437,21
1700159762763,196,12
1700159762765,2704,22
1700159762766,739,18
1700159762861,1901,14
1700159762861,3004,8
1700159763160,770,28
1700159763173,7436,14
1700159763520,1344,13
1700159763620,1512,16
1700159763621,78,11
1700159763621,99,12
1700159763623,1323,10
1700159763623,488,9
1700159763719,491,12
1700159763759,1414,7
1700159763762,1903,20
1700159763821,4748,65
1700159763863,397,73
1700159763863,48,18
1700159763865,774,13
1700159763958,2097,8
1700159763961,1622,18
1700159763963,913,20
1700159764616,3585,24
1700159764617,963,7
1700159764617,959,26
1700159764624,2848,9
1700159764919,7436,115
1700159765016,2067,9
1700159765116,2960,31
1700159765217,495,11
1700159765217,2117,8
1700159765221,1370,17
1700159765321,3640,9
1700159765321,2485,95
1700159765419,2048,135
1700159765419,2116,8
1700159765420,2047,99
1700159765423,555,15
1700159765616,754,9
1700159765617,493,67
1700159765720,4942,10
1700159765720,1058,155
1700159765722,884,27
1700159765724,85,11
1700159765724,2116,14
1700159765815,1323,16
1700159765821,2486,15
1700159765914,2850,9
1700159765917,7436,145
1700159769621,963,23
1700159769622,1324,21
1700159769623,493,67
1700159769623,993,8
1700159769720,966,23
1700159799434,62,14
1700159799436,901,7
1700159799538,3544,14
1700159799677,76,9
1700159799736,589,36
1700159800053,778,38
1700159800140,904,7
1700159800155,1664,10
1700159800234,2503,12
1700159800334,7436,12
1700159800334,960,9
1700159800341,76,16
1700159800353,6159,12
1700159800357,1632,12
1700159800434,1042,10
1700159800453,904,16
1700159800554,500,40
1700159800649,308,8
1700159800679,331,13
1700159800740,334,61
1700159800936,348,12
1700159800942,1544,7
1700159800942,1155,14
1700159800977,956,175
1700159801036,3495,10
1700159801037,3543,13
1700159801137,591,51
1700159801153,92,14
1700159801334,81,32
1700159801340,2090,54
1700159801340,1860,9
1700159801548,2400,6
1700159801635,2806,6
1700159801680,843,36
1700159801793,1663,72
1700159801821,2800,6
1700159801856,1745,9
1700159801856,2527,15
1700159802153,1161,8
1700159802254,1633,27
1700159802420,2805,7
1700159802534,2071,8
1700159802703,1746,23
1700159802753,1633,13
1700159802760,336,11
1700159802941,3360,130
1700159802942,7427,13
1700159803234,1036,18
1700159803334,68,10
1700159803336,2072,7
1700159803534,1203,15
1700159803662,2072,14
1700159803797,2733,14
1700159803865,1864,7
1700159804041,3414,52
1700159804041,81,24
1700159804134,1793,13
1700159804134,596,33
1700159804290,7429,15
1700159804364,2131,18
1700159804590,1043,7
1700159804834,7436,9
1700159804835,2407,13
1700159804934,1021,16
1700159805766,4648,10
1700159805859,2810,32
1700159805861,190,13
1700159805879,2762,9
1700159806040,1039,11
1700159806059,1146,6
1700159806061,442,10
1700159806134,601,26
1700159806243,910,61
1700159806259,169,9
1700159806273,3910,19
1700159806460,4317,10
1700159806505,1210,18
1700159806559,6743,15
1700159806587,1142,22
1700159806659,7436,6
1700159806668,1260,8
1700159806679,912,8
1700159806760,5844,12
1700159806760,448,12
1700159806760,592,6
1700159806760,1691,7
1700159806834,88,20
1700159806859,175,132
1700159806965,1699,17
1700159806965,4244,55
1700159807034,1943,7
1700159807041,2093,62
1700159807086,1142,22
1700159807464,190,100
1700159807534,6320,20
1700159807535,380,16
1700159807564,1635,34
1700159807638,3910,19
1700159807853,2808,121
1700159807859,1254,13
1700159807934,2764,11
1700159807959,1261,7
1700159807963,536,8
1700159808013,3409,72
1700159808034,6646,30
1700159808038,914,7
1700159808160,4675,6
1700159808248,2410,10
1700159808249,93,33
1700159808259,7436,21
1700159808334,2734,14
1700159808355,914,7
1700159808372,1143,22
1700159808434,2501,15
1700159808498,2141,7
1700159808498,4625,9
1700159808864,2141,8
1700159808864,592,6
1700159808959,745,21
1700159808966,4675,7
1700159809061,1261,11
1700159809061,805,25
1700159809158,6040,14
1700159809261,190,46
1700159809261,1255,7
1700159809263,439,11
1700159809373,819,11
1700159809459,1765,13
1700159809575,276,16
1700159809760,1145,37
1700159809966,191,57
1700159810059,4244,124
1700159810159,1765,16
1700159810276,23,15
1700159810563,222,11
1700159810580,1262,7
1700159810582,591,6
1700159810660,821,6
1700159810696,7436,9
1700159810759,1636,39
1700159810859,191,20
1700159811165,5921,28
1700159811165,4624,6
1700159811165,4023,14
1700159811259,4319,13
1700159811262,4141,26
1700159811625,4677,7
1700159811759,2699,12
1700159811859,1586,6
1700159811871,836,7
1700159811877,191,31
1700159812163,753,8
1700159812307,4141,6
1700159812307,4026,19
1700159812359,2229,8
1700159812461,6041,14
1700159812463,391,52
1700159812474,23,30
1700159812664,819,7
1700159812759,7435,26
1700159812762,1261,11
1700159812864,1460,33
1700159812871,4678,6
1700159812966,1761,43
1700159813059,4026,8
1700159813060,192,55
1700159813060,383,7
1700159813160,820,6
1700159813263,5636,13
1700159813263,847,15
1700159813411,4320,7
1700159813478,834,7
1700159813500,1636,15
1700159813679,4677,8
1700159813679,71,9
